% task 1 , 52.6 , A
% task 2 , 51.6 , A
% task 3 , 49.2 , A
% task 4 , 55.9 , A
% task 6 , 41.4 , A
% task 7 , 60.6 , A
% task 8 , 52.5 , B
% task 9 , 45.3 , B
% task 10 , 48.2 , B
% task 13 , 36.2 ,C
% task 14 , 56.7 , B
% task 15 , 46.6 , B
% task 16 , 39.3 , C
% task 17 , 49.2  , C
% task 18 , 39.6 , C
% task 19 , 35.7 , C 
% task 20 , 49.1 , C
% task E , 48.2 , B 
